Partner,Type,Destination,Hotel/Vessel,Room/Cabin name,Room/Cabin description (with html),Room/Cabin Description,Image,Size,Bed Configurations,Bathroom Type,Bath,Balcony,Log Burner/Fireplace,Ability to add an extra bed,Tea/Coffee Making Facilities,Fridge/Mini Bar,Private Jacuzzi/Hot Tub,WiFi in Room,TV,Sound System,Private Lounge Area,Private Dining Area,Room/Cabin Description,Hairdryer,Do they use renewable energy? ,Aircon
Australis,Cabin ,Patagonia,Ventus Australis,A Cabins & B Cabins,<ul><li>34 spacious&nbsp;cabins measuring 16.5m&sup2;/178ft&sup2;</li><li>Located on the&nbsp;Magallanes Deck</li><li>Slightly smaller windows&nbsp;on this deck measuring 1.45m x 1.20m</li><li>Standard-size twin&nbsp;(1.05m x 1.90m) or&nbsp;double beds (1.60m x 1.90m)</li><li>Three B cabins are on the low deck with&nbsp;slightly less panoramic view&nbsp;than the A cabins and the prices reflect this</li><li>If you are planning&nbsp;a year in advance&nbsp;you might be lucky enough to secure one of these</li></ul>↵,34 spacious cabins measuring 16.5m²/178ft²Located on the Magallanes DeckSlightly smaller windows on this deck measuring 1.45m x 1.20mStandard-size twin (1.05m x 1.90m) or double beds (1.60m x 1.90m)Three B cabins are on the low deck with slightly less panoramic view than the A cabins and the prices reflect thisIf you are planning a year in advance you might be lucky enough to secure one of these↵,https://imgix.swoop-patagonia.com/CRUC_4_CRUC_RTD_Ventus-Australis-A.jpg,16.5m5,"Double, Twin",En‑suite WC + shower + sink,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,
Explora,Hotel,Patagonia,Explora Torres del Paine,Salto Chico Room,"Seven rooms, each measuring 28m² (300ft²), with views of the Salto Chico waterfall.","Seven rooms, each measuring 28m² (300ft²), with views of the Salto Chico waterfall.",https://imgix.swoop-patagonia.com/EXPLORA_5_HOTEL_RTD_Salto-Chico-room.jpg,28m2,"Double, Twin",Combi Bath/Shower,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solar panels,
Explora,Hotel,Patagonia,Explora Torres del Paine,Cordillera Paine Room,"36 rooms, each measuring 28m² (300ft²), with views of the Paine range.","36 rooms, each measuring 28m² (300ft²), with views of the Paine range.",https://imgix.swoop-patagonia.com/EXPLORA_5_HOTEL_RTD_Cordillera-Paine-room.jpg,28m2,"Double, Twin",Combi Bath/Shower,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solar panels,
Explora,Hotel,Patagonia,Explora Torres del Paine,Suite Exploradores Room,"Six suites, each measuring 42m² (450ft²), with views of the Paine range.","Six suites, each measuring 42m² (450ft²), with views of the Paine range.",https://imgix.swoop-patagonia.com/EXPLORA_5_HOTEL_RTD_Exploradores-luxury-suite.jpg,43m2,"Double, Twin",Shower,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Solar panels,
Explora,Hotel,Patagonia,Explora El Chaltén,Standard,"17 rooms, each measuring 36m² (388ft²), with views of the Eléctrico Valley.","17 rooms, each measuring 36m² (388ft²), with views of the Eléctrico Valley.",https://imgix.swoop-patagonia.com/EXPLORACHALTEN_5_HOTEL_RTD_STANDARD-ROOM.jpg,36m2,"Double, Twin",Combi Bath/Shower,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solar panels,
Explora,Hotel,Patagonia,Explora El Chaltén,Suite,"Three suites, each measuring 60m² (646ft²), with views of the Eléctrico Valley.","Three suites, each measuring 60m² (646ft²), with views of the Eléctrico Valley.",https://imgix.swoop-patagonia.com/EXPLORACHALTEN_5_HOTEL_RTD_SUITE-ROOM.jpg,60m2,"Double, Twin",Shower,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Solar panels,
Explora,Hotel,Patagonia,Explora Patagonia National Park,Standard,"<p>Eight rooms, measuring 25-32m² (269-344ft²), with views of the Tamango hills.</p>","Eight rooms, measuring 25-32m² (269-344ft²), with views of the Tamango hills.",https://imgix.swoop-patagonia.com/EXP_4_EXP_RTD_Explora-Patagonia-National-Park-standard-room.jpg,25m2 - 32m2,"Double, Twin",Shower,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Hydro-electric & Solar,
Explora,Hotel,Patagonia,Explora Patagonia National Park,Suite,"<p>Five suites, measuring 35-42m² (377-452ft²), with views of the Tamango hills.</p>","Five suites, measuring 35-42m² (377-452ft²), with views of the Tamango hills.",https://imgix.swoop-patagonia.com/Explora_RTD_suite.jpg,35m2 - 42m2,"Double, Twin",Shower,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Hydro-electric & Solar,
Explora,Hotel,Patagonia,Explora Atacama,Tulur,"<p>19 rooms, each 33m² (355ft²), with views across the hotel grounds.</p><p>All rooms have a king-size double bed or two twin beds. Included are toiletries, bathrobes and slippers. There's a safe deposit box in each room, plus a shower and hairdryer.</p>","19 rooms, each 33m² (355ft²), with views across the hotel grounds.All rooms have a king-size double bed or two twin beds. Included are toiletries, bathrobes and slippers. There's a safe deposit box in each room, plus a shower and hairdryer.",https://imgix.swoop-patagonia.com/EXP_4_EXP_RTD_Tulur-room.jpg,33m2,"Double, Twin",Combi Bath/Shower,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solar panels,
Explora,Hotel,Patagonia,Explora Atacama,Yali,"<p>27 rooms, each 33m² (355ft²), with views across the desert.</p><p>All rooms have a king-size double bed or two twin beds. Included are toiletries, bathrobes and slippers. There's a safe deposit box in each room, plus a shower and hairdryer.</p>","27 rooms, each 33m² (355ft²), with views across the desert.All rooms have a king-size double bed or two twin beds. Included are toiletries, bathrobes and slippers. There's a safe deposit box in each room, plus a shower and hairdryer.",https://imgix.swoop-patagonia.com/EXP_4_EXP_RTD_Yali-room.jpg,33m2,"Double, Twin",Combi Bath/Shower,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solar panels,
Explora,Hotel,Patagonia,Explora Atacama,Suite Catur,"<p>Four suites, each 50m² (538ft²), with balconies and views across the countryside.</p><p>All suites have a king-size double bed. Included are toiletries, bathrobes and slippers. There's a safe deposit box in each suite, plus a shower and hairdryer.</p>","Four suites, each 50m² (538ft²), with balconies and views across the countryside.All suites have a king-size double bed. Included are toiletries, bathrobes and slippers. There's a safe deposit box in each suite, plus a shower and hairdryer.",https://imgix.swoop-patagonia.com/EXP_4_EXP_RTD_Suite-Catur.jpg,50m2,"Double, Twin",Shower,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Solar panels,
Skorpios,Cabin ,Patagonia,Skorpios II,Junior Suite,"<ul><li>Two spacious cabins with ample storage and floor space, and a queen-sized bed.</li><li>Located on the Olympus (4th) deck with great views outside, albeit with the possibility of people passing outside your cabin.</li></ul>↵","Two spacious cabins with ample storage and floor space, and a queen-sized bed.Located on the Olympus (4th) deck with great views outside, albeit with the possibility of people passing outside your cabin.↵",https://imgix.swoop-patagonia.com/SKOR_4_SKOR_RTD_SKORPIOSIIjuniorsuite.JPG,17m2,Double,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios II,Double cabin,"<ul><li>Nine double cabins are located on the Athos (5th) and Olympus (4th) decks; they are compact but vary slightly in floor space.</li><li>These cabins have a queen-sized bed, and a small seating area.</li><li>These cabins have ample windows for viewing, but other guests may pass outside your window at times.</li></ul>↵","Nine double cabins are located on the Athos (5th) and Olympus (4th) decks; they are compact but vary slightly in floor space.These cabins have a queen-sized bed, and a small seating area.These cabins have ample windows for viewing, but other guests may pass outside your window at times.↵",https://imgix.swoop-patagonia.com/SKOR_4_SKOR_RTD_SKORPIOSIIdouble.JPG,13m2,Double,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios II,Twin Cabin,"<ul><li>Forty-two twin cabins are located on the Parthenon (3rd); Acropolis (2nd) and Athens (1st) decks.</li><li>Each cabin has two single beds; the layout of the room will vary according to exact location. Some beds may be bunks.&nbsp;</li><li>Cabins on the Parthenon and Acropolis decks have an ample window, those on the Atenas deck do not.</li></ul>↵","Forty-two twin cabins are located on the Parthenon (3rd); Acropolis (2nd) and Athens (1st) decks.Each cabin has two single beds; the layout of the room will vary according to exact location. Some beds may be bunks. Cabins on the Parthenon and Acropolis decks have an ample window, those on the Atenas deck do not.↵",https://imgix.swoop-patagonia.com/301.jpg,15m2,Twin,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios II,Master Suite,"<ul><li>Two very spacious cabins with ample storage and floor space, these are the most privately located cabins on the ship.</li><li>Each has a king-sized bed and comfortable sofa for relaxing.</li><li>Located on the Olympus (4th) deck these cabins boast the best views onboard due to their high-forwards position within the ship.</li><li>No other guests can view into your cabin from the outside.</li></ul>↵","Two very spacious cabins with ample storage and floor space, these are the most privately located cabins on the ship.Each has a king-sized bed and comfortable sofa for relaxing.Located on the Olympus (4th) deck these cabins boast the best views onboard due to their high-forwards position within the ship.No other guests can view into your cabin from the outside.↵",https://imgix.swoop-patagonia.com/SKOR_4_SKOR_RTD_SKORPIOSIImasterSuite.jpg,18m2,Double,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios III,Master suite,"<ul><li>Two very spacious cabins with ample storage and floor space, these are the most privately located cabins on the ship.</li><li>Each has a king-sized bed and a comfortable sofa for relaxing.</li><li>Located on the Olympus (4th) deck these cabins boast the best views onboard due to their high-forwards position within the ship.</li><li>No other guests can view into your cabin from the outside.</li></ul>↵","Two very spacious cabins with ample storage and floor space, these are the most privately located cabins on the ship.Each has a king-sized bed and a comfortable sofa for relaxing.Located on the Olympus (4th) deck these cabins boast the best views onboard due to their high-forwards position within the ship.No other guests can view into your cabin from the outside.↵",https://imgix.swoop-patagonia.com/402.JPG,22m2,Double,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios III,Junior suite,"<ul><li>Two spacious cabins with ample storage and floor space, and a queen-sized bed.&nbsp;&nbsp;</li><li>Located on the Athos (5th) Deck with direct access to the deck corridor, with outside viewing platform.&nbsp;</li><li>Windows look out onto the deck where there is a corridor leading to the bridge, so although these cabins are large, you have less privacy and you may prefer a lower deck for views.</li></ul>↵","Two spacious cabins with ample storage and floor space, and a queen-sized bed.  Located on the Athos (5th) Deck with direct access to the deck corridor, with outside viewing platform. Windows look out onto the deck where there is a corridor leading to the bridge, so although these cabins are large, you have less privacy and you may prefer a lower deck for views.↵","https://imgix.swoop-patagonia.com/Cabina_Nº503_cubierta_Athos,_Suite_Junior,_cama_tamaño_Queen.JPG",17m2,Double,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios III,Double cabin,"<ul><li>Eight Double cabins are located on the Olympus (4th) and Atenas (1st) decks, are compact but vary in floor space.&nbsp;</li><li>These cabins have a queen-sized bed and a seating area with coffee table.&nbsp;</li><li>Cabins on the Olympo deck have an ample window, those on the Atenas deck do not.</li></ul>↵","Eight Double cabins are located on the Olympus (4th) and Atenas (1st) decks, are compact but vary in floor space. These cabins have a queen-sized bed and a seating area with coffee table. Cabins on the Olympo deck have an ample window, those on the Atenas deck do not.↵",https://imgix.swoop-patagonia.com/cabin_410_SkorpiosIII.JPG,13m2,Double,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios III,Twin cabin,"<ul><li>Thirty twin cabins are located on Olympo (4th); Parthenon (3rd); Acropolis (2nd) and Atenas (1st) decks.</li><li>Each cabin has two single beds, the distribution of the room will vary according to exact location.&nbsp;</li><li>Cabins on the Olympo, Parthenon, Acropolis decks have an ample window, those on the Atenas deck do not.</li></ul>↵","Thirty twin cabins are located on Olympo (4th); Parthenon (3rd); Acropolis (2nd) and Atenas (1st) decks.Each cabin has two single beds, the distribution of the room will vary according to exact location. Cabins on the Olympo, Parthenon, Acropolis decks have an ample window, those on the Atenas deck do not.↵",https://imgix.swoop-patagonia.com/cabin_310_SkorpiosIII.JPG,18m2,Twin,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Skorpios,Cabin ,Patagonia,Skorpios III,Triple cabin,"<ul><li>Three Triple cabins, are located on the Atenas (1st) deck.&nbsp;</li><li>Two of the triples are double-bed cabins with an extra single bed added (located in the centre of the ship); one has a double bed with a bunk above (located near the bow of the ship).</li><li>These cabins on the Atenas deck do not have a window.&nbsp;</li></ul>↵","Three Triple cabins, are located on the Atenas (1st) deck. Two of the triples are double-bed cabins with an extra single bed added (located in the centre of the ship); one has a double bed with a bunk above (located near the bow of the ship).These cabins on the Atenas deck do not have a window. ↵",https://imgix.swoop-patagonia.com/cabin_103_SkorpiosIII.JPG,15m2,Bunk Bed,"En‑suite with shower, WC, sink; private	",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,N/A,
Tierra,Hotel,Patagonia,Tierra Patagonia,Suite,"<p>Split over two levels, the three suites (52m² / 550ft²) feature a cosy living room on the top floor and a large double bedroom with en suite downstairs. The view is over the lake and the Torres del Paine mountain range.&nbsp;</p><p>As with Standard and Superior, rooms are equipped with safes, hair dryers and telephones and decorated with hand-crafted furniture, locally sourced textiles and uniquely Patagonian details. The bathroom has a separate shower, WC, washbasin and bathtub.<br><br>The view from the tub is 'out of this world'.</p>","Split over two levels, the three suites (52m² / 550ft²) feature a cosy living room on the top floor and a large double bedroom with en suite downstairs. The view is over the lake and the Torres del Paine mountain range. As with Standard and Superior, rooms are equipped with safes, hair dryers and telephones and decorated with hand-crafted furniture, locally sourced textiles and uniquely Patagonian details. The bathroom has a separate shower, WC, washbasin and bathtub.The view from the tub is 'out of this world'.",https://imgix.swoop-patagonia.com/Tierra-Patagonia-4-RTD-Suite-bedroom.jpg,55m2,Double,En-suite with shower,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,TRUE
Tierra,Hotel,Patagonia,Tierra Patagonia,Superior,"<p style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">Superior rooms are the same size as the standard rooms (36m² / 387ft²) and are equipped with the same facilities. They can also be arranged with either a king or two twin beds.</p><p style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">However, the superiors have the bath in the bathroom.&nbsp;</p><p style=""--tw-shadow: 0 0 #0000; --tw-ring-inset: var(--tw-empty,/*!*/ /*!*/); --tw-ring-offset-width: 0px; --tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">The view is over the lake and the Torres del Paine mountain range.&nbsp;</p>","Superior rooms are the same size as the standard rooms (36m² / 387ft²) and are equipped with the same facilities. They can also be arranged with either a king or two twin beds.However, the superiors have the bath in the bathroom. The view is over the lake and the Torres del Paine mountain range. ",https://imgix.swoop-patagonia.com/TIERRA_4_TIERRA_RTD_superior.jpg,36m2,"Double, Twin",En-suite with shower,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No,
